Site,MedianLogRho,MedianRho,rho_T1s,rho_T10s,rho_T100s,Nperiods,Slope_mid_1_100s
SAMTEX.rtz419.2005,7.209566401197284,16201916.93215425,8056964.5737784915,27848503.84469458,92842652.07559821,49,0.6208577137990179
SAMTEX.rtz420.2005,6.6034475150903456,4012800.0025478043,1014330.9717998945,4416964.018309527,9155056.616599094,67,0.5270497327599439
SAMTEX.rtz421.2005,6.160225465188589,1446190.3696453557,581535.7477312145,3194081.1202999847,2752298.3538371306,80,0.3396462636296045
SAMTEX.rtz422.2005,7.780550369642274,60332367.7582858,51660522.18694078,96753950.41326311,156918671.28399143,51,0.25273178915656336
SAMTEX.rtz424.2005,8.219877794201285,165911998.32185128,198165766.3999885,214237642.96027818,160893720.78660744,56,-0.08726483558879342
SAMTEX.rtz425.2005,8.943499203349182,878009476.5128398,1585998871.7187824,919047024.1571856,599985508.2392048,47,-0.23506656945483173
SAMTEX.rtzf01.2005,6.741696176080673,5516913.517751289,3365171.354887562,11650904.60331293,36921316.74518155,80,0.5565206849420505
SAMTEX.rtzf02.2005,7.139766976205902,13796438.082711462,7726844.851076776,40079313.96519441,111012788.39935008,47,0.5931606099241806
SAMTEX.rtzf03.2005,7.1769285807196175,15028947.962653607,10503413.518301263,40394476.960760385,88917533.1473432,47,0.4936541368572945
SAMTEX.rtzfb1.2005,8.037002418201011,108893615.66367757,66245525.87764355,212707432.7295364,324965333.4411795,47,0.3226503412277751
SAMTEX.san001.2008,7.438136812756001,27424379.66933024,13247997.424231049,40758192.718178354,68562658.87705293,86,0.3743673013707026
SAMTEX.san002.2008,7.3752500269436965,23727393.182777382,7972822.069382279,43065705.564993136,67020174.47113513,84,0.48972780693309637
SAMTEX.san003.2008,7.402465672393028,25261880.26689868,7595943.618229572,46820028.07749991,77134655.61203806,84,0.5302823150860387
SAMTEX.san004.2008,7.504598011912501,31959355.44617251,6394208.187329727,51767034.845478356,61476961.527182296,88,0.48732023826240745
SAMTEX.san006.2008,6.964497986563034,9215056.165237017,2202576.052683437,8434148.173296887,25014120.796101067,84,0.6510778727132388
SAMTEX.san007.2008,7.363408131517367,23089159.907161087,4290152.576088308,25899444.225163516,67136875.61833538,80,0.651763937241485
SAMTEX.san008.2008,7.302761462131409,20079896.138624813,10925530.289488208,41600664.08527467,98257084.09384201,80,0.5080288511856728
SAMTEX.san009.2008,7.394032600899958,24776080.356355593,8581860.996613227,39484509.658788204,71889666.39602625,84,0.45833193033050745
SAMTEX.san010.2008,7.18013105817667,15140180.686797844,4964591.339615974,26292513.72893082,78131692.6979698,84,0.5966331902344234
SAMTEX.san011.2008,7.228724509025863,16932633.526368625,4181684.221839241,22947807.88599361,74356705.98054135,84,0.6554876231208022
SAMTEX.san012.2008,7.654850389629812,45170031.10544948,10035021.89007084,64981963.65252527,189209191.6921907,88,0.6423785408688163
SAMTEX.san013.2008,6.959588875703691,9111478.940197648,2513538.5873420327,17914893.895445537,50024973.312412366,84,0.6469249108416211
SAMTEX.san014.2008,7.316699372649481,20734777.177059937,4280873.997490702,29766166.911682107,81600158.47690263,88,0.634624529900797
SAMTEX.sso101.2005,9.116144099032962,1306604347.9121222,2233726533.3546324,1325023245.7142541,812290865.9485428,47,-0.18096035654826798
SAMTEX.sso102.2005,8.998447613417778,996431878.7250651,1873702060.424684,772590475.5746684,385778869.29258955,84,-0.3563057716397739
SAMTEX.sso103.2005,8.621444893431688,418258613.4682263,1183738506.274204,450064764.71452826,210731771.4945921,88,-0.38598851395170386
SAMTEX.sso104.2005,8.839277827997844,690681507.1152143,1374781208.9671798,505895366.8567531,226468421.22045392,85,-0.40783125022084604
SAMTEX.sso105.2005,6.75658346752747,5709307.934365556,8878022.86655379,5280040.652149255,1904145.7556445461,64,-0.33786743464841
SAMTEX.sso106.2005,7.640599676631917,43711899.24549383,138018373.64433104,91902387.65276843,45372248.04761413,88,-0.2864907946542361
SAMTEX.sso107.2005,7.708865135698802,51152296.430782,138873954.3153009,117346785.29405689,61680285.594127804,88,-0.24368508724728766
SAMTEX.sso108.2005,7.644591094000796,44115488.6399862,66070962.39184844,80000083.94229443,51973429.73192275,88,-0.1464651770477347
SAMTEX.sso109.2005,7.659785177747775,45686214.844440006,50598592.34795,70175893.85089453,52249600.04943981,88,-0.07421361178616973
SAMTEX.sso110.2005,7.603149464824746,40100470.184652686,25213874.665100776,55737975.36014034,52474580.93152534,84,0.08033058392464332
SAMTEX.sso111.2005,6.455573103531836,2854783.010698006,1919463.148690235,5113746.827836008,4984015.734360559,88,0.1463486063100642
SAMTEX.sso112.2005,7.7120048016811715,51523434.11251418,21531839.02509764,54043260.70477844,68733692.84704755,84,0.17045971324993506
SAMTEX.sso113.2005,7.770109949938033,58899275.12393989,31565823.99235467,89517061.5640167,100870361.36272001,88,0.2293573520260647
SAMTEX.sso114.2005,7.487639172176214,30735421.418095767,36971140.2267301,36834404.458246194,30896033.62345799,88,-0.09146075945710237
SAMTEX.sso115.2005,8.075602582667347,119015241.62946886,149180932.8945669,203681026.56470788,130593483.64164183,88,-0.11108890904923335
SAMTEX.sso116.2005,8.128552767727125,134447511.34073615,60238154.35454393,157160566.7486455,174904415.65221336,88,0.18790061931925994
SAMTEX.sso117.2005,8.854085719555837,714637364.8290809,444748325.5738874,1112667762.4231646,1237814690.472938,47,0.15668140508843573
SAMTEX.sso118.2005,8.155350991507929,143004923.99750784,65390920.898061566,197328393.0739305,184253368.31948322,88,0.16685543646939074
SAMTEX.win002.2006,6.75861140739144,5736029.911811965,3360781.911837499,7745478.967265546,14378364.250941265,84,0.28337126847314137
SAMTEX.win003.2006,6.424348566278216,2656737.0129741593,1419595.8612032302,3367934.601179794,5260587.48980802,84,0.28375702014285265
SAMTEX.win004.2006,7.054427531578252,11335156.78561527,7534994.497341602,13481485.923780607,21240205.86844466,84,0.19314281786765863
SAMTEX.win005.2006,6.266621009710207,1847655.5449813884,1003386.3825423983,1752750.7195962218,2490418.894727103,84,0.17311792414278776
SAMTEX.win006.2006,6.226606738328804,1685026.511734999,1283616.5343039767,2059976.5103923571,1143531.200669753,84,-0.04151841428628543
SAMTEX.win007.2006,7.597227125586377,39557344.13940252,66546572.359809615,45009443.54642841,30506674.556036975,84,-0.2545391913842158
SAMTEX.win008.2006,7.081955948355428,12076913.295497002,10127518.506557671,15949528.084253205,8608174.658225691,86,-0.1436208409437907
SAMTEX.win009.2006,8.475616471102008,298962331.0458826,745477321.1317075,284134300.6343903,107018775.03293954,86,-0.4784891812089275
SAMTEX.win010.2006,8.716082350678715,520094607.2348459,940590764.9132445,542415208.9152479,277864977.07646716,84,-0.2920382397252183
SAMTEX.win011.2006,8.043202810465612,110459433.21668133,148428538.27178916,113000086.77036823,70500932.79759637,84,-0.11396970370187876
SAMTEX.win012.2006,7.937713914254639,86639096.41511032,198406239.99370295,51030188.213861965,16975448.16935757,84,-0.5707740769084151
SAMTEX.win013.2006,7.966024606853329,92475056.82418843,180531422.744443,72116994.71715535,42510784.26443163,84,-0.3125557121438505
SAMTEX.win014.2006,8.444937566776604,278572067.0741607,344625461.1200977,244374493.1071589,163439182.3308079,84,-0.1710584585917438
SAMTEX.win015.2006,8.879425266256355,757574357.6440485,958935004.956328,913442297.4091182,843051983.6289592,84,-0.10465578281028368
SAMTEX.win016.2006,8.593801609245267,392465611.60232574,945044002.0863848,511655723.5796593,377242417.3226665,88,-0.24424832257635823
SAMTEX.win017.2006,8.766696415091218,584381441.125531,1196344199.988805,684854269.9830743,515809414.8886277,84,-0.2456478412009733
SAMTEX.win018.2006,8.722097234378477,527347916.3586129,821436364.7456146,607779275.1518229,543424026.2577165,88,-0.15486109721471125
SAMTEX.win019.2006,8.628347905528155,424959855.35351604,757202486.1620779,413812836.0635233,229648942.27769795,84,-0.300319389833051
SAMTEX.win020.2006,8.719922693067904,524714049.7975596,1565254717.366499,715380772.7642163,388520050.0027557,88,-0.34620944558043065
SAMTEX.win021.2006,8.555169680635181,359062194.31508946,683563733.9919542,330490974.7689711,269034227.05698866,84,-0.34810107160811504
SAMTEX.win022.2006,9.136364034566927,1368875764.6545358,2357432462.3161793,1051909113.1342576,461673137.80410135,85,-0.3971845201072951
SAMTEX.win023.2006,8.690162337719848,489961931.15579027,1266849856.2919629,623416581.461259,250926349.95986527,84,-0.42087267458693706
SAMTEX.win024.2006,8.456431244716743,286042947.6200266,972932812.7335514,442052554.7433954,163033596.37347543,88,-0.4487597927193002
SAMTEX.win025.2006,8.507730510654346,321907066.67560714,1045859992.5420865,457800794.27982986,162237449.2755514,83,-0.4733261934867517
SAMTEX.win026.2006,7.232496155576042,17080326.00294695,51836289.491228,30330120.374069992,11916406.432112554,88,-0.4128756986354886
SAMTEX.win027.2006,7.789830996701399,61635510.400305346,113118305.67029662,70564857.46592978,26916615.722479265,84,-0.3865950300040975
SAMTEX.win029.2006,7.469160884503069,29455125.976154532,73402881.56522277,32198912.17466882,12417496.326978615,82,-0.46060148479050955
SAMTEX.win030.2006,8.744516683172915,555285947.7003942,1383308087.1172059,519685840.3355045,197372498.51934972,88,-0.4974712842058646
SAMTEX.win031.2006,8.361652027162698,229959855.54582098,334731023.31107634,148348634.57742935,58023321.83741772,84,-0.46902160198493886
SAMTEX.win032.2006,7.556873145775498,36047333.603204235,46303404.67187229,17994632.24995573,4683600.828964725,88,-0.60376364467659
SAMTEX.win033.2006,8.126089478163491,133687092.51418537,133020044.13564788,104479364.81434342,35092919.02644644,84,-0.3443330516189823
SAMTEX.win034.2006,7.597632999022704,39594330.056789756,63702466.59654654,60505717.538770534,24225146.67537383,88,-0.2799875955125929
SAMTEX.win035.2006,8.22139219216094,166491548.33196425,373836714.4448314,108291706.23608583,38654004.65269476,47,-0.4914707400306613
SAMTEX.win036.2006,7.587143052432906,38649426.35893353,60143486.61253888,25199158.496777687,5547863.040715818,47,-0.5391180529689905
SAMTEX.win037.2006,8.109987618772633,128821282.57297342,139587988.589284,57216385.2938726,31326844.739089616,47,-0.3646494290284245
SAMTEX.win038.2006,8.275076708204855,188398182.24798626,339994902.5242139,104613962.54249983,19315448.85683982,47,-0.6092344364950308
SAMTEX.win039.2006,8.714585600776863,518305241.49562985,1099753738.7908485,211653491.99979258,50623563.04376337,47,-0.6481026459727093
SAMTEX.win040.2006,8.355074600923237,226503335.0222528,202939511.73133832,922659314.2584395,5735824.846824532,47,-0.6625008757182818
SAMTEX.win041.2006,8.54172213470993,348114517.1513591,382964347.52550125,121993826.8847283,11995777.248632938,47,-0.5482193775301413
SAMTEX.win042.2006,8.380125452227182,239952595.66111037,266915092.72179985,233922065.49665272,16585560.650838874,47,-0.4989202869715728
SAMTEX.wita13.2004,10.001757318065096,10040545720.063097,1777191536.5462186,205307210676.09787,387381284533.5077,78,1.340993911932375
SAMTEX.wita15.2004,8.860969292151726,726054618.1613846,456578360.2112747,25144716338.30464,357930896419.5559,74,1.3644389427268109
SAMTEX.wita16.2004,8.137734084282275,137320091.546352,60795362.342460945,1210679789.1994872,9196603492.780556,74,0.9592049928130748
SAMTEX.wita18.2004,8.704237207838416,506101014.46254724,91812588.43677369,4133244080.5395637,38749761893.82367,76,1.2837780485687602
SAMTEX.wita19.2004,8.866446986885675,735270237.613134,216855168.9488226,7507898336.871372,29792031444.340996,76,1.040587091757182
SAMTEX.wita20.2004,7.03710099630856,10891833.562992463,1793688.4311708538,3609472.1864881366,9289534.293640917,72,0.7050028733605771
SAMTEX.wita21.2004,8.413981950836076,259407155.09502453,326972134.4246811,3812253593.685573,9760144931.444992,66,0.8746422870383235
SAMTEX.wita22.2004,4.639836005037701,43635.1029586251,19595.608559168028,5229.212828210503,3065.0740444083012,77,-0.35231388661667146
SAMTEX.wita23.2004,6.22031965179462,1660808.8552871363,426779.6078745634,369746.74563915597,2464119.0633987677,80,0.1842178887717854
SAMTEX.wita24.2004,7.809346150494766,64468289.94773433,52264231.60346812,340807999.92106473,480032288.5547074,72,0.6711403444581675
SAMTEX.wita25.2004,9.307783430794064,2031343790.0986612,1075476082.6952395,28403885477.611015,55031923915.91126,77,1.2699121693663356
SAMTEX.wita26.2004,10.27163336675285,18691035689.655636,16665954851.418638,1042729977768.5046,5729761887738.698,73,1.0014224925107935
SAMTEX.wita27.2004,10.279387415674105,19027749077.997746,15599322918.280933,223305688692.87955,1197999637253.4807,71,0.7205579197329359
SAMTEX.wita28.2004,9.019162533905945,1045111277.000759,474732953.5374106,62136253020.2052,5517174840.926511,76,0.45513229421508355
SAMTEX.wita29.2004,9.486682533987157,3066779376.074856,1416815536.0569098,72243750514.43213,57614527413.17566,67,0.8373989830805766
SAMTEX.wita30.2004,10.515383452310973,32762984194.392097,17529695968.931046,687842870031.071,357562761561.3304,71,0.5241859293488392
SAMTEX.wita31.2004,9.545579720573668,3512203898.098705,2916169777.3249025,234821639197.7733,35906410086.71136,72,0.4768996965419155
SAMTEX.wita32.2004,9.277117987072272,1892857791.4565108,1194736906.887771,168812586657.5282,30783988524.529865,74,0.3976909265785402
SAMTEX.wita33.2004,10.218572910580162,16541424635.551266,15896521626.385597,400542972639.8866,108441916777.31642,73,-0.24024879815958855
SAMTEX.wita34.2004,9.636299080560306,4328117879.185519,3751462772.194923,179584176275.611,82814817004.93134,71,0.8176309846901104
SAMTEX.wita35.2004,8.862711231421407,728972644.7947448,678184638.0363848,51133986582.70406,8634705169.379599,71,0.5413797049826159
SAMTEX.wita36.2004,9.771631954055666,5910605234.304911,4371716705.247099,1570440396533.856,259527378961.6831,76,0.43216096251412495
SAMTEX.wita37.2005,8.77991834556912,602446305.7149347,540968526.9970952,16080561775.652925,15926303899.065374,70,0.3701851944506431
SAMTEX.wita38.2005,10.08620319269335,12195600591.592272,10633738190.130365,105055467592.26021,146654427074.85715,71,0.3538516862170499
SAMTEX.wita39.2005,10.184086432797182,15278701029.636631,5556141504.985902,251811151084.93387,188347683466.96457,74,0.49187157325030817
SAMTEX.wita40.2005,11.053377351641894,113077800316.50493,90094806893.79477,1138784499360.6045,2370659100271.449,69,0.41625257315746156
SAMTEX.wita41.2005,8.991713024110904,981099431.6141634,608190786.1436044,59109687201.47104,79993402032.89679,70,0.671045278954219
SAMTEX.wita42.2005,8.452959817977483,283765646.915082,135080271.72617063,2139515595.0537891,11173944682.455845,70,0.9164817489211033
SAMTEX.wita43.2005,9.965021800210916,9226177384.880396,12976406255.553017,8330635086.515091,18042658720.177006,74,-0.1869407165861789
SAMTEX.wita44.2005,8.333996811021564,215772856.51219097,471614340.57325363,222140460.10368195,258371244.37957495,72,-0.4076045324007775
SAMTEX.wita45.2005,9.858999479458149,7227689372.966519,3551427234.852709,64917762507.506454,1583306951527.028,74,1.1044814655907238
SAMTEX.wita46.2005,8.625745870487044,422421360.03328687,195684944.3708247,2003084103.7619479,3517946256.549601,76,0.831037058408853
SAMTEX.wita47.2005,8.9043239692761,802276311.736854,455634281.07863367,6239886503.739987,4546843377.57505,72,0.8867141387559803
SAMTEX.wita48.2005,9.920685445369775,8330775772.921716,4050361771.3550572,57881916795.52728,591209782584.813,74,0.9879232811188893
SAMTEX.witb10.2004,9.89228144500513,7803356440.514634,6352017761.8520155,97062838416.2487,66947669756.17656,76,0.47746635642664254
SAMTEX.witb11.2004,9.979048346406818,9529022368.312801,8697302116.927689,1719504343622.4688,33911240080.620808,76,-0.2250511360985755
SAMTEX.witb12.2004,10.00936189230964,10217905747.148663,3270818221.7197804,170399092946.57007,44296441077.479385,76,0.2175464990586175
SAMTEX.witb13.2004,10.530314893010763,33908993026.840588,22188546000.741474,679086205026.6759,47122473735.57461,73,-0.013935877796202345
SAMTEX.witb14.2004,10.401464059559625,25203685955.809265,21465264095.215954,121354701581.64725,55213055802.95985,69,0.009045636015133082
SAMTEX.witb15.2004,9.485517661012784,3058564623.5239544,2291310236.5138617,196210595785.34537,99816074278.56468,68,-0.20395323034754564
SAMTEX.witb16.2004,9.577095242063125,3776550027.0262966,2581713946.329314,7073826546.665976,14188793396.143904,71,-0.07448566931668807
SAMTEX.witb17.2004,9.6205581320805,4174054661.4331374,3069774903.331025,255716443979.24286,55226138733.71713,70,0.006683448800029285
SAMTEX.witb18.2004,10.0246663860393,10584403458.905403,8884295491.111752,576644438013.1373,73315310177.51642,68,-0.4226580359688077
SAMTEX.witb19.2004,9.102247780174135,1265458129.6227193,878521205.8545772,62588185024.316864,5362701108.231452,75,0.14913635136087852
SAMTEX.witb20.2004,7.004401223750295,10101857.170312135,4573791.567644457,137719471.416283,70398234.0947258,68,-0.04913454155412403
SAMTEX.witb21.2004,6.490304413205006,3092462.2952035847,690491.9569461757,3659522.727486408,801807.9031987848,76,-0.008260458788280299
SAMTEX.witb22.2004,8.032254819583702,107709700.82254069,87212072.87625885,1679158018.7076738,1218869639.938177,70,0.26497637653560924
SAMTEX.witb23.2004,10.502624288258115,31814440373.636963,6846733676.992529,955114078046.23,501702032803.34,76,1.121796045068694
SAMTEX.witb24.2004,9.904029978761107,8017334040.50896,9886694840.968079,229364828084.0671,517169165093.3667,67,0.9406076120312652
SAMTEX.witb25.2004,9.805473335808928,6389595062.226266,2210565474.541328,342774404912.9192,345451127297.2765,73,0.5404361058028028
SAMTEX.witb26.2004,9.764001996166114,5807670869.195264,5696182978.699771,208498671077.22577,490739663312.5648,68,0.8688579430403969
SAMTEX.witb27.2004,9.455346526063305,2853294019.1632767,1616103859.174366,62272830386.94954,55205598944.91169,75,0.16856952801936337
SAMTEX.witb28.2004,10.795147153914572,62394621411.65943,23903782809.750378,2225796165551.4326,4190497213977.284,75,1.0003373284101824
SAMTEX.witb29.2004,9.745217002476554,5561820935.051423,6329045617.565198,3602175253125.4614,17054407720113.287,69,1.2234954857795783
SAMTEX.witb31.2004,10.503029423518917,31844132589.13124,11683044206.977343,2080517216213.5535,4995398234922.159,72,0.6362312320623299
SAMTEX.witb32.2004,11.269572277972301,186025413245.36685,163302209525.86517,2829493655566.383,20582759194091.49,70,0.610214231084599
SAMTEX.witb33.2004,11.211183408400123,162623539182.8122,301090505165.0907,5541440035846.105,8826357037344.242,68,0.2681394516545319
SAMTEX.witb34.2004,10.608750940769294,40621030883.82247,9533090380.140894,993942635043.4294,14092502017475.473,76,0.9114376579679107
SAMTEX.witb35.2004,9.551525339981144,3560617647.304615,1649752098.6586425,156803657161.26425,836710142259.822,74,0.871120258986062
SAMTEX.witb36.2004,10.062640951601317,11551568335.37512,3998087888.6197467,160851942040.12253,1257607916029.7664,74,0.8921315420090632
SAMTEX.zim101.2005,7.939990807868749,87094515.5628126,179526381.30764994,142974845.1949271,80676768.560193,28,-0.25897591392229763
SAMTEX.zim102.2005,7.699285708415597,50036359.98945424,130414242.12918124,54292742.416577056,26766913.0662982,47,-0.3803776666828668
SAMTEX.zim103.2005,9.180939504723096,1516839063.852458,5661827055.330057,2337896855.9145327,1148920247.8813703,28,-0.3733241187149336
SAMTEX.zim104.2005,7.995722480762384,99019899.39803682,267325025.92993852,103176866.93019797,39039325.67650409,47,-0.45841655038811946
SAMTEX.zim105.2005,8.147401945967815,140411263.0393123,308994905.51741105,208971603.12828308,123050010.67279196,47,-0.22049408484561173
SAMTEX.zim106.2005,8.082539998064876,120931655.45969182,288337175.82497406,137040730.88726822,60836392.39365864,47,-0.35941004038476054
SAMTEX.zim107.2005,9.274094604078288,1879726240.3822925,4129624325.669901,1890252891.668876,1341023280.1393776,47,-0.2288925935822518
SAMTEX.zim108.2005,9.380678471058825,2402583394.196,4225804681.6968617,2106333150.9023147,1390388099.9355373,80,-0.21153972891820524
SAMTEX.zim109.2005,9.355216917623496,2265775714.9275327,5691081625.187588,2340369467.9532003,1426149676.8430033,83,-0.2729336889953785
SAMTEX.zim110.2005,8.689097585179898,488762170.97566444,1539428467.281749,547643006.1739162,264859859.77895126,88,-0.37621576112790855
SAMTEX.zim111.2005,9.312172239440464,2051975822.8087778,5445267550.458802,1921629646.1145682,852105006.2456648,88,-0.4111134192120868
SAMTEX.zim112.2005,8.970599006646323,934542392.7514917,3085161706.533582,1092540829.9637766,474393113.1807369,88,-0.4109224789358148
SAMTEX.zim113.2005,9.124761223537448,1332788459.4288383,2512936985.2674737,1177700732.7079163,469206497.497917,88,-0.38545293610807857
SAMTEX.zim114.2005,9.136117446275907,1368098750.579676,4487731050.482783,2358330397.1516743,949040081.2859992,88,-0.3752590201127906
SAMTEX.zim115.2005,8.573462172757456,374508925.7214472,428716605.8632529,40114864.306098714,1021264556.871401,47,0.19135331523744073
SAMTEX.zim116.2005,7.034253758692732,10820660.188597085,3104613.3985881885,16851667.227795266,28014535.538142797,88,0.4582383006819077
SAMTEX.zim117.2005,6.582545857912906,3824246.324111428,818989.2362152324,5977401.358761113,18282604.220095646,88,0.7376367109241027
SAMTEX.zim118.2005,7.000983042820137,10022661.034835191,2276127.6367474725,14656314.164749645,33500291.44911538,88,0.6387837779258098
SAMTEX.zim119.2005,6.312526306071506,2053649.4162767814,1137377.7929410639,8387464.2258506715,21825005.301556822,47,0.7187842778331797
SAMTEX.zim120.2005,6.638306481144942,4348169.657864805,889468.4106629937,6587257.019217556,19370779.551169783,47,0.7659929401869919
SAMTEX.zim121.2005,7.304711161969468,20170244.46687795,14909579.245099358,46442308.05623746,50237723.27444882,86,0.29069373307327295
SAMTEX.zim122.2005,6.551653113616602,3561665.3695589695,2274190.4956334503,11431014.007802937,6739599.309417583,47,0.23588386327696603
SAMTEX.zim123.2005,8.010476694915573,102441680.66421919,272264808.2759793,214622978.3340532,79942844.92108096,47,-0.33522062350376
SAMTEX.zim124.2005,6.941677858231792,8743349.889343899,8946388.312811494,8804607.744461868,13445224.60329844,47,0.06945531866656544
SAMTEX.zim125.2005,7.99313514389881,98431735.830602,523925923.4506556,119298900.09509687,66789828.40592077,88,-0.4770801897870526
SAMTEX.zim126.2005,8.005297324005399,101227223.26527378,654055942.0143408,142080623.26486304,64790649.49098906,47,-0.5798865512831327
SAMTEX.zim127.2005,8.411951568112721,258197223.68003106,1168600569.7328622,235611761.34226108,188575499.2751972,47,-0.48705925320113036
SAMTEX.zim128.2005,8.274830659640646,188291475.91055238,827395921.1920063,278900308.26315135,193989202.6698186,88,-0.38031628005716994
SAMTEX.zim130.2005,8.442568794969821,277056787.97343713,900770656.4612764,348086345.7697958,284001172.5567583,47,-0.3112511129545911
SAMTEX.zim131.2005,9.136358586006669,1368858591.1567914,3351622010.4973674,1539426311.3948326,1464607325.2034326,47,-0.24341814468746734
